"","cue","coverage","H","unknown","xR2","xR3","N"
"456","apparent",85.7677902621723,3.9106961660918,5,5,8,300
"457","apparition",88.7640449438202,3.65034178231754,6,4,7,300
"458","appeal",89.7435897435898,4.37272194689589,3,5,8,300
"459","appealing",90.2173913043478,4.15243736867198,0,6,12,300
"460","appear",85.7651245551601,4.17313530187538,1,1,14,300
"461","appearance",88.7272727272727,4.46728364230733,4,3,7,300
"462","appendage",90.9774436090226,3.53046550851736,7,3,7,300
"463","appendix",83.6805555555556,4.23402939491984,1,3,3,300
"464","appetite",91.2751677852349,3.51693183961071,0,0,2,300
"465","appetizer",77.4193548387097,4.18825197483408,3,2,8,300
"466","applaud",94.8275862068966,3.50018593897367,2,0,4,300
"467","applause",88.339222614841,3.80430065967157,0,5,7,300
"468","apple",92.2297297297297,3.74619320645983,0,0,4,300
"469","apple juice",92.1146953405018,4.18894410609554,1,8,2,300
"470","apple pie",91.3978494623656,4.31918667896156,0,8,5,300
"471","apples",86.8243243243243,3.46333250534536,0,1,2,300
"472","applesauce",86.5454545454545,4.46660099335355,3,3,10,300
"473","appliance",92.1146953405018,3.93881978379333,3,3,6,300
"474","application",92.0689655172414,4.2090596844728,0,0,10,300
"475","apply",90.0709219858156,4.29772953934452,2,2,8,300
"476","appoint",89.7163120567376,4.41282014941713,0,5,8,300
"477","appointment",89.5470383275261,3.7009796851891,1,2,6,300
"478","appraisal",91.063829787234,4.38422703271479,11,11,10,300
"479","appraise",91.2,4.19999623343115,8,7,12,300
"480","appreciate",92.5,4.30228788858962,2,3,8,300
"481","appreciation",89.8550724637681,4.04100227004746,2,3,12,300
"482","apprehend",94.1391941391941,3.76572350259007,5,2,8,300
"483","apprehension",87.3983739837398,4.00983649252388,7,10,13,300
"484","apprehensive",95.6521739130435,3.7909378314206,1,7,7,300
"485","apprentice",83.8951310861423,4.35339164266895,1,9,12,300
"486","approach",82.8571428571429,4.60397804639823,0,4,12,300
"487","appropriate",89.6057347670251,4.0959490117814,0,4,13,300
"488","approval",91.6363636363636,4.6668750009861,2,3,13,300
"489","approve",93.609022556391,4.14112348120644,3,6,13,300
"490","approximate",91.8439716312057,3.84253446144999,1,4,7,300
"491","approximately",87.5457875457875,3.62113724530165,2,4,13,300
"492","approximation",83.4615384615385,3.78151710889741,3,10,11,300
"493","apricot",94.8275862068966,3.65835293705508,1,1,5,300
"494","April",90.5723905723906,3.37486720150643,0,0,3,300
"495","apron",89.419795221843,4.13954201924492,1,0,4,300
"496","apt",90.4942965779468,4.20963833228498,5,5,12,300
"497","aptitude",92.7756653992395,3.61301615997878,6,7,5,300
"498","aqua",93.0313588850174,3.01211868673768,0,2,9,300
"499","aquarium",86.986301369863,3.1809064761898,0,2,4,300
"500","Arab",73.134328358209,4.42853119807641,0,11,10,300
"501","Arabic",74.7330960854093,4.10845651729854,0,5,9,300
"502","arachnid",83.5294117647059,3.14442342208628,7,9,6,300
"503","arc",78.7769784172662,4.20450383715147,3,2,9,300
"504","arcade",82.312925170068,3.94769694669067,0,1,4,300
"505","arch",88.2562277580071,4.39803714175214,2,4,5,300
"506","archaic",87.9032258064516,3.26533947866663,7,9,13,300
"507","archeology",83.0508474576271,4.00514989511603,1,0,2,300
"508","archery",92.1768707482993,3.1125782738763,1,1,1,300
"509","architect",84.1379310344828,4.21719003998562,2,0,4,300
"510","architecture",87.7551020408163,4.08567854451139,1,0,3,300
"511","archive",92.9824561403509,3.89246605586447,3,0,6,300
"512","arctic",91.5540540540541,3.41014706133025,1,0,1,300
"513","arduous",93.7007874015748,3.32959396014141,13,2,3,300
"514","are",95.4716981132076,3.54602985619958,5,4,12,300
"515","area",87.3239436619718,4.53474688315745,1,3,7,300
"516","arena",82.2525597269625,4.22007141279767,0,2,3,300
"517","argue",95.1048951048951,3.94095283480913,0,1,12,300
"518","argument",88.013698630137,4.36034638778284,0,1,6,300
"519","argumentative",71.0622710622711,4.80818495993089,0,5,17,300
"520","arid",93.6567164179104,3.11307695186562,8,1,6,300
"521","Aries",78.8844621513944,3.81365229299423,4,14,9,300
"522","aright",83.3333333333333,4.00902334658428,38,8,8,300
"523","arise",84.2105263157895,4.36686108769015,3,5,15,300
"524","aristocracy",81.0714285714286,4.56876998469099,4,1,6,300
"525","aristocrat",81.0909090909091,4.51202955872685,5,2,6,300
"526","aristocratic",80.5755395683453,4.44326332298701,2,3,10,300
"527","arithmetic",90.9722222222222,3.64959586946633,1,2,5,300
"528","Arizona",83.1034482758621,3.61901894807381,0,2,6,300
"529","arm",92.8082191780822,3.90703167602716,1,1,3,300
"530","armada",86.4341085271318,3.60947661947166,7,7,7,300
"531","armchair",90.2027027027027,4.28958072370452,1,0,1,300
"532","armed",88.6206896551724,3.8668351026851,0,1,8,300
"533","armed forces",87.5,3.4872040675615,0,5,10,300
"534","armor",86.4406779661017,4.14668743433256,0,1,3,300
"535","armpit",93.0555555555556,3.48796406682878,0,4,4,300
"536","arms",89.7526501766784,4.09425522947652,3,1,6,300
"537","army",90.6896551724138,4.07703272306891,1,2,3,300
"538","aroma",93.4256055363322,3.39992382549898,0,2,7,300
"539","aromatic",84.0425531914894,4.1636560374978,3,1,7,300
"540","around",84.4765342960289,3.9953925328417,2,1,15,300
"541","arousal",90.5263157894737,4.28507249334787,3,2,2,300
"542","arouse",86.0714285714286,4.21151329736658,1,3,11,300
"543","arrange",90.5454545454545,4.25111186423491,2,4,11,300
"544","arrangement",91.3357400722022,4.356587374526,2,4,9,300
"545","array",86.6171003717472,4.72787307938829,5,4,8,300
"546","arrest",91.2457912457912,3.7046567934671,0,0,3,300
"547","arrested",86.0627177700349,3.75923831511855,0,2,9,300
"548","arrival",94.8453608247423,4.13096956447812,0,0,9,300
"549","arrive",91.5441176470588,4.23287044058153,2,5,12,300
"550","arriving",80.2816901408451,4.3395372586907,0,2,12,300
"551","arrogance",79.182156133829,4.8751777619101,5,5,6,300
"552","arrogant",86.0215053763441,4.65889202019142,1,7,4,300
"553","arrow",93.127147766323,4.04001814020631,1,2,2,300
"554","arrows",79.1519434628975,3.93318641780406,1,3,8,300
"555","arsenic",83.6065573770492,3.38503209971478,5,15,11,300
"556","art",91.2162162162162,4.28707920721015,0,1,2,300
"557","artery",88.1481481481482,2.95219992624091,5,6,3,300
"558","arthritis",89.1304347826087,3.66312632619345,3,6,3,300
"559","Arthur",73.9299610894942,3.77041183747991,4,7,17,300
"560","artichoke",86.5454545454545,3.8013313575056,2,4,11,300
"561","article",94.8275862068966,3.70451979936181,0,1,8,300
"562","articulate",86.3799283154122,4.18910053668141,3,1,10,300
"563","artifact",82.4742268041237,4.17252647143954,0,1,7,300
"564","artificial",84.8797250859106,3.91036375102075,0,1,7,300
"565","artillery",82.5,3.69932027072862,2,5,4,300
"566","artisan",86.3309352517986,4.35952514942217,4,3,4,300
"567","artist",88.3561643835616,4.34664881669487,0,1,6,300
"568","artistic",85.7638888888889,4.27312585499802,0,3,6,300
"569","arts",87.2053872053872,4.05693179528898,0,0,3,300
"570","artsy",87.5471698113208,4.31716166383666,4,8,7,300
"571","artwork",85.3741496598639,4.1054023784979,1,0,3,300
"572","as",88.8446215139442,3.97541120806908,4,9,19,300
"573","ascend",89.9653979238754,3.9129400573022,0,3,5,300
"574","ascent",91.4814814814815,3.69885676481772,4,5,8,300
"575","ascertain",91.9028340080972,4.30634397250867,12,4,9,300
"576","ash",90.2027027027027,3.79436945494247,0,0,4,300
"577","ashamed",87.5444839857651,4.06855250649763,0,6,7,300
"578","ashes",89.0784982935154,3.79296336467309,0,1,5,300
"579","ashtray",93.9068100358423,3.46509098306258,2,4,7,300
"580","Asia",87.6288659793814,3.92356034069881,1,0,6,300
"581","Asian",86.0627177700349,4.43255128615721,0,3,7,300
"582","aside",81.0909090909091,4.78006095757981,3,4,8,300
"583","ask",93.4931506849315,3.80768861192244,0,2,4,300
"584","askew",57.7092511013216,4.21451833882915,8,18,13,300
"585","asking",83.7301587301587,4.04048519506923,1,15,15,300
"586","asleep",89.8648648648649,3.95361169122646,0,1,2,300
"587","asparagus",93.1034482758621,3.64850956439009,3,0,1,300
"588","aspect",93.6974789915966,4.19764036787771,8,13,12,300
"589","asphalt",88.5813148788927,3.72849357726265,2,1,3,300
"590","asphyxiate",92.1348314606742,3.69536413445843,4,8,5,300
"591","aspiration",91.4089347079038,3.63879769653044,1,1,4,300
"592","aspire",92.5531914893617,4.0824119720124,3,2,5,300
"593","aspirin",83.7931034482759,3.52088462623413,1,3,1,300
"594","ass",94.5392491467577,3.833313462547,0,1,5,300
"595","assassin",87.5886524822695,3.89085586048371,2,3,6,300
"596","assassination",80.2158273381295,3.63766435293181,1,5,9,300
"597","assault",95.1557093425606,4.02986217120736,0,2,7,300
"598","assemble",89.3992932862191,4.27544374459219,1,3,8,300
"599","assembly",89.5833333333333,4.28720526732539,2,2,2,300
"600","assert",91.0852713178295,4.71797755027964,4,10,10,300
"601","assertive",86.6666666666667,4.40570890743904,4,10,13,300
"602","assess",84.7272727272727,4.64539904056524,4,1,11,300
"603","assessment",92.9328621908127,4.1655863056415,1,1,12,300
"604","asset",92.2779922779923,4.27913539283464,3,9,14,300
"605","assets",86.0714285714286,3.96510079603076,3,2,7,300
"606","asshole",82.0422535211268,4.30986220540624,1,2,9,300
"607","assign",91.0394265232975,4.16014543804804,0,6,9,300
"608","assignment",95,3.54091757935532,1,4,9,300
"609","assimilate",71.3147410358566,4.52159520233327,4,15,7,300
"610","assist",93.1407942238267,3.64632954843878,0,6,11,300
"611","assistance",92.1933085501859,3.70634683124793,0,9,13,300
"612","assistant",91.9117647058823,4.07501087983314,1,8,9,300
"613","associate",89.3992932862191,4.23593933840093,1,1,12,300
"614","associated",83.3333333333333,4.2859405134872,2,14,14,300
"615","association",90.4411764705882,4.3362084217973,3,5,9,300
"616","assortment",84.9593495934959,4.03690201141334,3,18,9,300
"617","assume",85.1851851851852,4.37119682990514,3,3,15,300
"618","assumption",87.6447876447876,4.35349502622153,5,8,10,300
"619","assurance",91.6666666666667,4.3981892887334,4,3,18,300
"620","assure",88.8888888888889,4.2268821311645,2,13,16,300
"621","assured",83.0188679245283,4.27167715863911,4,4,15,300
"622","asteroid",91.0958904109589,3.57304727595528,0,1,6,300
"623","asthma",67.719298245614,3.89261156558941,1,4,4,300
"624","astonish",86.9090909090909,3.5930628909819,0,8,9,300
"625","astonishing",91.3357400722022,3.77671240163398,1,5,10,300
"626","astonishment",79.8479087452472,3.61586099754735,0,12,13,300
"627","astound",88.6554621848739,3.28793344752321,9,9,17,300
"628","astounding",89.0909090909091,3.93410432862446,4,2,9,300
"629","astringent",82.8054298642534,4.32755353671559,20,5,9,300
"630","astrology",87.2852233676976,3.95117909205643,1,1,4,300
"631","astronaut",87.5,3.67955335260017,2,3,0,300
"632","astronomy",85.2842809364548,3.4345732128765,0,0,1,300
"633","as well",83.8709677419355,3.13793349478292,6,24,17,300
"634","asylum",84.6689895470383,4.10949461251567,1,0,10,300
"635","at",93.5606060606061,3.93054126601048,1,9,15,300
"636","atheism",78.6764705882353,4.05820832296605,2,3,16,300
"637","atheist",77.9069767441861,4.13460135551008,5,10,7,300
"638","athlete",91.0034602076124,4.24456978992638,2,1,3,300
"639","athletic",93.6241610738255,4.23026506028682,0,1,0,300
"640","athletics",89.041095890411,4.07034392489268,1,1,3,300
"641","atlas",85.4237288135593,3.13633397682675,0,1,3,300
"642","atmosphere",85.3242320819113,4.0067574346851,1,1,2,300
"643","atom",92.4398625429553,3.69877444683087,1,1,4,300
"644","atomic",92.6573426573427,3.87822689882006,1,3,5,300
"645","atoms",61.0714285714286,3.91122805403496,1,5,7,300
"646","atop",92.3387096774193,4.07416281237471,9,10,5,300
"647","attach",92.3076923076923,4.59069557092863,1,3,5,300
"648","attached",80.8823529411765,4.46252856909421,1,7,11,300
"649","attachment",88.1533101045296,4.57217328122781,1,2,6,300
"650","attack",89.1228070175439,4.40965011830762,1,2,8,300
"651","attain",94.9820788530466,3.70488665454988,3,5,2,300
"652","attempt",94.5652173913043,3.39134746651372,0,5,14,300
"653","attend",84.7583643122677,4.21793515924968,2,6,13,300
"654","attendance",87.6325088339223,4.33170912790679,2,2,7,300
"655","attendant",90.1185770750988,4.20535627457178,2,16,9,300
"656","attention",88.6446886446886,4.65374904610827,4,2,11,300
"657","attentive",88.8888888888889,4.50381740887566,2,1,13,300
"658","attic",89.6907216494845,4.15728916844899,1,1,4,300
"659","attire",88.8086642599278,3.66736698973345,4,1,9,300
"660","attitude",91.82156133829,4.67128521356836,4,4,11,300
"661","attorney",91.4383561643836,3.60122478338653,1,1,3,300
"662","attract",85.6643356643357,4.43886177225328,0,2,10,300
"663","attraction",85.8131487889273,4.40992641252569,0,2,7,300
"664","attractive",91.9191919191919,4.0057115776383,0,1,1,300
"665","attribute",87.3417721518987,4.53503522725221,11,9,12,300
"666","aubergine",87.378640776699,3.2263505106838,26,4,8,300
"667","auburn",86.3636363636364,3.41003434575194,12,10,2,300
"668","auction",86.986301369863,4.0885541454309,0,1,6,300
"669","audible",85.8156028368794,3.6051578106498,1,5,5,300
"670","audience",88.013698630137,4.08806970226508,1,1,3,300
"671","audio",89.419795221843,3.7061102344534,0,2,3,300
"672","auditorium",87,4.29479086841166,0,0,0,300
"673","augment",87.0445344129555,4.10277405602836,9,9,8,300
"674","august",88.339222614841,3.97095121925754,1,4,6,300
"675","aunt",89.8916967509025,3.49539592139158,2,4,9,300
"676","aura",86.2190812720848,4.44798796063137,3,2,4,300
"677","Australia",71.9594594594595,4.40415719142143,0,1,2,300
"678","Australian",72.7272727272727,4.40705684211099,0,4,6,300
"679","Austria",62.9370629370629,4.03703365500624,1,4,3,300
"680","authentic",94.7368421052632,3.21854956772583,0,2,11,300
"681","author",91.9298245614035,3.39012864064196,0,4,7,300
"682","authoritarian",77.992277992278,4.36388067676926,4,11,7,300
"683","authority",88.8888888888889,4.53572561143284,0,2,8,300
"684","autism",68.5185185185185,4.73296238377261,0,9,12,300
"685","auto",88.8086642599278,3.49621278584628,2,3,11,300
"686","autograph",86.2068965517241,3.44602023549486,0,1,8,300
"687","automatic",84.2857142857143,4.38426420287396,1,5,7,300
"688","automobile",90,3.53600842860662,0,1,8,300
"689","automotive",92.741935483871,3.56792189191962,8,7,14,300
"690","autonomy",78.6259541984733,4.17524685670509,6,4,12,300
"691","autumn",97.6109215017065,2.97983552541755,1,0,4,300
"692","available",85.8208955223881,4.08658781727599,2,8,10,300
"693","avenue",92.0689655172414,3.52957716855644,1,1,5,300
"694","average",90.0355871886121,4.12388687068398,1,3,10,300
"695","aviation",82.2525597269625,3.78527402774603,0,2,3,300
"696","avid",87.7470355731225,4.17964569798921,8,7,9,300
"697","avocado",93.3098591549296,3.55605018523924,1,3,7,300
"698","avoid",84.5559845559846,4.76318367059476,7,7,6,300
"699","avoidance",86.6666666666667,4.90816121894555,4,4,10,300
"700","await",89.4308943089431,4.59549688590313,6,11,14,300
"701","awake",94.0972222222222,3.80819400633752,1,2,5,300
"702","awaken",89.198606271777,4.01726878273406,0,2,9,300
"703","award",91.4383561643836,4.05439916185321,0,1,6,300
"704","aware",88.339222614841,4.12307913558122,1,4,6,300
"705","awareness",80.8270676691729,4.48895409824798,3,6,13,300
"706","away",89.041095890411,3.8123876764601,0,0,8,300
"707","awe",85.2517985611511,4.26289144148029,5,1,5,300
"708","awesome",91.8439716312057,4.23641521906427,2,2,8,300
"709","awful",93.8566552901024,3.98073143368504,0,2,3,300
"710","awkward",87.9432624113475,4.21639564240769,1,4,7,300
"711","axe",90.5405405405405,3.9873829582298,0,0,4,300
"712","axiom",84.5161290322581,4.38453584153844,37,13,8,300
"713","axis",76.8115942028985,4.2646609730283,5,2,5,300
"714","axle",91.869918699187,3.40108966115158,8,10,10,300
"715","axon",84.2465753424658,3.71773947160388,46,5,6,300
"716","b",90.7473309608541,4.05221582081704,2,1,11,300
"717","babble",77.112676056338,4.0840078432601,1,3,7,300
"718","babbling",80.6569343065693,4.01482934422006,4,1,12,300
"719","babe",89.8648648648649,3.80910220873203,0,0,4,300
"720","babies",88.3561643835616,4.39149516926467,0,3,2,300
"721","baboon",89.2193308550186,3.49228373613336,4,5,9,300
"722","baby",91.4383561643836,4.47220703405973,1,0,5,300
"723","babysitter",88.4892086330935,4.19995751895252,0,4,14,300
"724","bachelor",88.3161512027491,3.78557357375353,1,0,6,300
"725","back",90.7849829351536,4.11302103841362,1,0,4,300
"726","backbone",89.3103448275862,3.88613450763595,1,1,5,300
"727","background",91.1971830985916,4.44663475880937,1,3,7,300
"728","backpack",89.1228070175439,4.10803490510331,1,5,2,300
"729","backpacker",89.6551724137931,4.38929808065423,1,2,3,300
"730","backspace",91.7293233082707,3.46102359206773,2,11,6,300
"731","backstabber",86.0294117647059,4.43921778703845,1,7,11,300
"732","backup",80.4878048780488,4.39769637718843,0,1,11,300
"733","backward",83.8235294117647,4.31143995378261,2,5,12,300
"734","backwards",85.1063829787234,4.17968354410102,0,2,14,300
"735","backyard",89.7610921501707,4.05681876838189,0,1,5,300
"736","bacon",90.8474576271186,3.94920261058074,1,0,2,300
"737","bacteria",86.2876254180602,4.06391404316594,0,0,1,300
"738","bad",94.5945945945946,4.15606118317318,0,1,2,300
"739","badge",84.2465753424658,4.27210285055927,0,1,6,300
"740","badger",84.2293906810036,4.50708289917546,0,5,11,300
"741","bad guy",79.8561151079137,4.22868762973052,1,5,9,300
"742","bad luck",81.25,4.52432190051487,0,11,6,300
"743","badly",71.264367816092,4.49131195498018,3,10,10,300
"744","badminton",83.1081081081081,3.07351993207946,1,0,1,300
"745","bad mood",91.1971830985916,4.18319507342236,0,6,4,300
"746","bad weather",88.2758620689655,3.49259861941563,0,3,4,300
"747","baffle",82.3008849557522,3.82768470003645,8,17,16,300
"748","bag",90.3448275862069,4.24483003593277,0,1,8,300
"749","bagel",84.0677966101695,3.69353731824439,1,0,2,300
"750","baggage",91.4089347079038,3.87639107522112,1,1,4,300
